"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.717903784","","","","","","","","","","4.717903593","","","","","","","","","","4.71804376","","","","","","","",
"Aruba","ABW","Population density (people per sq. km of land area)","EN.POP.DNST","","307.988888888889","312.361111111111","314.972222222222","316.844444444444","318.666666666667","320.638888888889","322.527777777778","324.366666666667","326.255555555556","328.127777777778","330.222222222222","332.444444444444","334.683333333333","336.266666666667","336.983333333333","336.588888888889","335.366666666667","333.905555555556","333.222222222222","333.866666666667","336.483333333333","340.805555555556","345.561111111111","349.088888888889","350.144444444444","348.022222222222","343.516666666667","339.327777777778","339.066666666667","345.272222222222","359.011111111111","379.083333333333","402.8","426.111111111111","446.244444444444","462.222222222222","474.727777777778","484.872222222222","494.472222222222","504.738888888889","516.1","527.733333333333","538.983333333333","548.538888888889","555.727777777778","560.177777777778","562.333333333333","563.072222222222","563.627777777778","564.827777777778","566.961111111111","569.872222222222","573.261111111111","576.638888888889","579.672222222222","582.344444444444","584.8",
"Aruba","ABW","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Aruba","ABW","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9854125976562","99.9933624267578","99.9981536865235","99.9997634887695","100","100","100","100","99.9996566772461","99.9971160888672","99.9886474609375","99.9714431762695","99.9469451904297","99.919921875","99.8953323364258","99.8776550292969","99.8713836669922","99.8713836669922","99.8795318603516","99.901481628418","99.9322814941406","99.9632339477539","99.9855880737305","99.9964447021484","99.9995880126953","100","100","",
"Aruba","ABW","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.8477478","","","","","","","","","","172.8477478","","","","","","","","","","172.8477478","","","","","","","",
"Aruba","ABW","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.717903532","","","","","","","","","","4.717903532","","","","","","","","","","4.717903532","","","","","","","",
"Aruba","ABW","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.57979393","","","","","","","","","","8.57979393","","","","","","","","","","8.57979393","","","","","","","",
"Afghanistan","AFG","Urban population (% of total)","SP.URB.TOTL.IN.ZS","8.401","8.684","8.976","9.276","9.586","9.904","10.233","10.57","10.918","11.275","11.643","12.021","12.41","12.809","13.219","13.641","14.074","14.517","14.973","15.442","15.995","16.562","17.147","17.747","18.365","18.997","19.647","20.314","20.998","21.088","21.177","21.266","21.355","21.444","21.534","21.624","21.714","21.805","21.895","21.986","22.078","22.169","22.261","22.353","22.5","22.703","22.907","23.113","23.32","23.528","23.737","23.948","24.16","24.373","24.587","24.803","25.02","25.25",
"Afghanistan","AFG","Urban population","SP.URB.TOTL","755783","796042","838885","884370","932848","984301","1038888","1096387","1157782","1223837","1295415","1372537","1454693","1540644","1628785","1717441","1807144","1897014","1982086","2054820","2119077","2161996","2186182","2198724","2212453","2238426","2279257","2336671","2423356","2483662","2593995","2763231","2985692","3236993","3482633","3697605","3870061","4008109","4130273","4266092","4436299","4648055","4892951","5155686","5426770","5691823","5931413","6151939","6364968","6588859","6837008","7114615","7416385","7733964","8054214","8367663","8670939","8971345",
"Afghanistan","AFG","Urban population growth (annual %)","SP.URB.GROW","5.14421228926417","5.18976503320363","5.24216808629993","5.28018979708565","5.33667451429252","5.36894723367733","5.39744447461027","5.38693180406609","5.44858774256675","5.54848994722255","5.68401018469712","5.78297450092701","5.81340296531433","5.74056290330967","5.56338272677974","5.30010541702593","5.09123062609544","4.85333724703621","4.38687544816415","3.60384273898986","3.07923636502051","2.00512525553543","1.11247743026994","0.572054871996048","0.622466263725547","1.16710855647606","1.80765723626353","2.48777542063941","3.64260894708898","2.45807276181518","4.34650744080449","6.32014888566742","7.7430898548752","8.08132666728678","7.3143804451711","5.98966958681959","4.55849564258314","3.50492898301834","3.00239474616836","3.23546792030501","3.91222845961752","4.66283822436107","5.13467454246197","5.23045853493535","5.12439301939892","4.76864699745982","4.12318810893938","3.65048521215157","3.40418878230817","3.45709878982243","3.69700166339713","3.9800910009913","4.15406226501529","4.19297967082464","4.05738943212628","3.81792013206761","3.56024553811413","3.40585196626164",
"Afghanistan","AFG","Urban poverty headcount ratio at national poverty lines (% of urban population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.9","","","","27.6","","","","","","",
"Afghanistan","AFG","Urban poverty gap at national poverty lines (%)","SI.POV.URGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","5.6","","","","","","",
"Afghanistan","AFG","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","","","","","15.3","","","","","15.3","","","","","15.2","","",
"Afghanistan","AFG","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34","","0.53","","0.68","","1.05","","1.15","","1.28","","1.07","","0.7","",
"Afghanistan","AFG","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","","0.58","","0.65","","0.96","","1","","1.21","","1.19","","0.7","",
"Afghanistan","AFG","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","3.17186379233091","3.27660884473518","3.3830672549623","3.49098600643552","3.60054467201453","3.71094422107994","3.82406759590482","3.93426739409388","4.03950418064443","4.1419501792264","4.2412887220463","4.33798030710753","4.50870760300769","4.76529333407162","5.04527802163707","5.3553509427824","5.6960122190301","6.06983503702075","6.49876330798005","7.00690892817488","7.38071174038769","7.85462397063756","8.43343481328304","9.10106157191357","9.81562805700784","10.5232601066787","11.2084682745281","11.81042534049","12.2992615472917","12.5909766574863","12.6484250207811","12.4575937320802","12.0968103595456","11.7051898765288","11.414475203582","11.2792150385791","11.3067054692159","11.4532544900187","11.6601204230344","11.8434208033571","11.9495280026293","11.9642354554509","11.9236268480103","11.8715746310262","11.7503357003628","11.587896005544","11.5016770650493","11.4702703466293","11.4671372652871","11.4567386023255","11.4189005674272","11.3490811195775","11.2600603616814","11.1662260135673","11.088182374881","11.0371368168844","11.014651071421","11.0140390617179",
"Afghanistan","AFG","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","285352","300359","316177","332829","350382","368809","388232","408087","428363","449585","471891","495303","528508","573161","621656","674254","731385","793178","860289","932388","977824","1025339","1075233","1127555","1182500","1239961","1300299","1358525","1419444","1482916","1549320","1618697","1691283","1766910","1846031","1928694","2015181","2105292","2199565","2298059","2401109","2508477","2620804","2738161","2834061","2905178","2978181","3053018","3129844","3208383","3289005","3371653","3456496","3543232","3632269","3723543","3817241","3913297",
"Afghanistan","AFG","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","37.755810861054","37.7315518527917","37.6901482324753","37.634587333356","37.5604600106341","37.4691278379276","37.3699571079847","37.2210724862663","36.9985886807706","36.7356927433964","36.4277856903","36.0866774447611","36.331239649878","37.2026892650087","38.1668544344404","39.2592234609515","40.4718716383421","41.8119212615194","43.4032125750346","45.3756533418986","46.1438635783409","47.4255734053162","49.1831421171705","51.2822437013468","53.4474630647521","55.3943261917079","57.0492489438444","58.1393358329007","58.5734823938373","59.7068361153812","59.7271775774433","58.5798653822283","56.6462649194894","54.5849187811033","53.0067624122324","52.1606282985879","52.0710397071261","52.5258170374109","53.2547122187807","53.8680131605226","54.1241471776361","53.9683157793959","53.5628499038719","53.1095377026452","52.2237168702562","51.0412569048616","50.2103124500014","49.6269225036204","49.1729730612943","48.6940606863798","48.1059112407065","47.3905193745551","46.6062104381043","45.8139189683324","45.09774634744","44.4991988802608","44.0233866251394","43.6199588801902",
"Afghanistan","AFG","Population in largest city","EN.URB.LCTY","285352","300359","316177","332829","350382","368809","388232","408087","428363","449585","471891","495303","528508","573161","621656","674254","731385","793178","860289","932388","977824","1025339","1075233","1127555","1182500","1239961","1300299","1358525","1419444","1482916","1549320","1618697","1691283","1766910","1846031","1928694","2015181","2105292","2199565","2298059","2401109","2508477","2620804","2738161","2834061","2905178","2978181","3053018","3129844","3208383","3289005","3371653","3456496","3543232","3632269","3723543","3817241","3913297",
"Afghanistan","AFG","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.7","","","",
"Afghanistan","AFG","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Population density (people per sq. km of land area)","EN.POP.DNST","","14.0409337377079","14.3152712679594","14.6033667248721","14.905739362191","15.2228869895537","15.5505483564623","15.8879851729314","16.2429096590387","16.6259657506969","17.0421269491162","17.4889333088258","17.9547529332476","18.4232791103759","18.8731749532825","19.2848175719143","19.6677679747572","20.0158349416414","20.2765278926569","20.3821569708666","20.2928192874429","19.9950280305119","19.5289112520295","18.9769154183133","18.4528306221855","18.048356462335","17.7695692797843","17.6190316453757","17.6774316086144","18.0400223631406","18.7622369267531","19.9026697913795","21.4153585761113","23.1214946542904","24.772108874797","26.1917424869038","27.2997028459394","28.1555080721747","28.8944015562295","29.7210366694238","30.7780473608431","32.1147918389854","33.6671307784211","35.3289388230248","36.9435698312042","38.4014918971908","39.6615660325338","40.7695248598474","41.8068667095549","42.8948488190424","44.1184434641424","45.5053135434856","47.0192047299574","48.6041233955212","50.1761786600496","51.6749287749288","53.0834053242655","54.4222053732806",
"Afghanistan","AFG","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","",
"Afghanistan","AFG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.9366899697247","","","","","56.1366281955921","","","","","56.0920276862492","","","","","43.2340322030349","","","","","46.5368091435579","50.4839603472515","50.6539453617603","50.968831121497","49.0360908734167","62.0802341527162","62.8548565825039","",
"Afghanistan","AFG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0369758605957","53.8098373413086","55.5825233459473","57.3541793823242","59.1237754821777","60.8902778625488","62.652660369873","64.4098892211914","66.1609344482422","67.9047622680664","69.640983581543","71.3717803955078","73.099967956543","74.8283538818359","76.5597610473633","74","80.0428924560547","81.8002548217774","89.9","85.3545074462891","82.8","86.5677791512155","95","92.5772933959961","98.7","92.5","98.0384140014648","",
"Afghanistan","AFG","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Urban population (% of total)","SP.URB.TOTL.IN.ZS","10.435","10.798","11.204","11.624","12.058","12.504","12.965","13.441","13.932","14.436","14.957","15.632","16.455","17.31","18.202","19.128","20.092","21.088","22.122","23.192","24.298","25.437","26.612","27.821","29.065","30.338","31.643","32.978","34.343","35.731","37.144","38.58","40.039","41.511","43","44.169","45.346","46.525","47.71","48.897","50.087","51.274","52.461","53.645","54.827","56","56.764","57.524","58.282","59.034","59.783","60.528","61.268","62.002","62.731","63.446","64.149","64.839",
"Angola","AGO","Urban population","SP.URB.TOTL","588866","621212","657233","695164","734733","775661","818062","862239","908895","958930","1013543","1082871","1167455","1259815","1360479","1469505","1587468","1714663","1852971","2004142","2169787","2351525","2550003","2763060","2987103","3218571","3455744","3699560","3954242","4225990","4520960","4843119","5192396","5564024","5951759","6302472","6657829","7020148","7397110","7798957","8234766","8708000","9218787","9765197","10343506","10949424","11501748","12078709","12681825","13311900","13970768","14659013","15375909","16119491","16887478","17675615","18483548","19311773",
"Angola","AGO","Urban population growth (annual %)","SP.URB.GROW","5.06762413492145","5.3473755013961","5.63661893893865","5.61091910235481","5.53593789589058","5.42084011539885","5.32225592876288","5.25943660631056","5.26970815397382","5.35885035642607","5.53893127057969","6.61637341085901","7.52103185700027","7.61387188657935","7.6871958833724","7.70887657685281","7.72146847123203","7.70762657500063","7.75737370327033","7.84257421117824","7.94129670569362","8.04350478055943","8.10304817819785","8.02442255918713","7.79652601659745","7.46334508349618","7.11003018910767","6.81761195357292","6.65750330599102","6.6464626167477","6.74708077860076","6.88345739925393","6.96363130139519","6.91263398157289","6.73652186241674","5.72551312689667","5.48515180460108","5.29908450019626","5.23050829521985","5.29006234170207","5.43749411195487","5.58771954469661","5.700132371906","5.75812711249289","5.75341449589518","5.69279689639696","4.92121716791636","4.89452921162696","4.87255501626695","4.84885059340929","4.83087746727103","4.80882214305889","4.77465657614615","4.72272270014104","4.65432396491789","4.56136055386134","4.46950330421804","4.38338708089153",
"Angola","AGO","Urban poverty headcount ratio at national poverty lines (% of urban population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7","","","","","","","","","",
"Angola","AGO","Urban poverty gap at national poverty lines (%)","SI.POV.URGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","","","","","","","","","",
"Angola","AGO","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","20.5","","","","","20.8","","","","","24.4","","",
"Angola","AGO","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","","0.3","","0.19","","0.39","","0.5","","0.53","","0.65","","0.63","","0.76","","0.97","",
"Angola","AGO","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","","0.15","","0.13","","0.29","","0.36","","0.39","","0.43","","0.42","","0.51","","0.82","",
"Angola","AGO","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","3.88835589566312","4.05237315192845","4.28520944463414","4.53210871415823","4.7966289647304","5.07968421319043","5.3846653681513","5.71069813772263","6.05542084349422","6.41169042632499","6.776847405717","7.05314027793637","7.24541264813243","7.4301177802571","7.6113897979995","7.79050616344021","7.96977900383964","8.14675904084473","8.31983965897447","8.48398100288132","8.63782349186441","8.77742858542916","8.90878837706253","9.04312936877401","9.38057690326107","9.75263364967355","10.1686955185666","10.6251250192989","11.1124071215067","11.6101672774461","12.1090674473138","12.6014562057303","13.0939992728448","13.59626354865","14.019838164057","14.4810909584796","14.9869461726799","15.5268735509707","16.0903626976691","16.6547772550394","17.205967255855","17.7345923922996","18.2507088145902","18.7603020078316","19.2766073654453","19.8033074164986","20.3481384410602","20.9082981377901","21.485972512135","22.0750465630196","22.6814852464989","23.3045269197411","23.9493507968354","24.6145753921212","25.2200574834031","25.2095520688689","25.2154661173494","25.2326628423339",
"Angola","AGO","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","219427","233134","251373","271039","292274","315108","339760","366341","395043","425905","459225","488590","514050","540761","568901","598504","629692","662412","696882","733145","771349","811430","853654","898124","964072","1034661","1110527","1191955","1279479","1373162","1473848","1581917","1698075","1822407","1940528","2066306","2200426","2342847","2494701","2656398","2828820","3011913","3207133","3415007","3636670","3872050","4123021","4390259","4675223","4977823","5300466","5644022","6010365","6399381","6789357","7023206","7265449","7515345",
"Angola","AGO","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","37.2626370006079","37.5288951275893","38.2471665299825","38.9892169329827","39.7796206240907","40.6244480514039","41.5323043974662","42.4871758294394","43.4640965127985","44.4146079484425","45.3088818135984","45.1198711573216","44.0316757391077","42.9238419926735","41.8162279608873","40.7282724454833","39.6664373707061","38.6321976971568","37.6088994377138","36.5814897347593","35.5495262899077","34.5065436259449","33.4765880667591","32.5046868327145","32.2744813285648","32.1465954922231","32.1356848192459","32.2188314286023","32.357124323701","32.49326193389","32.6003326727067","32.6631866778413","32.7031104715434","32.7533993383206","32.6042771557115","32.785643474497","33.0502030016091","33.373185294669","33.7253467908413","34.0609391743024","34.3521600978097","34.5878847037207","34.7890996939185","34.9712043699682","35.1589683420689","35.3630474077906","35.8469077917548","36.3470880869802","36.8655378859115","37.3937830061824","37.9396895002479","38.5020601318793","39.0894938309013","39.6996468436876","40.2034987107015","39.733870646085","39.3076534873067","38.9158727166066",
"Angola","AGO","Population in largest city","EN.URB.LCTY","219427","233134","251373","271039","292274","315108","339760","366341","395043","425905","459225","488590","514050","540761","568901","598504","629692","662412","696882","733145","771349","811430","853654","898124","964072","1034661","1110527","1191955","1279479","1373162","1473848","1581917","1698075","1822407","1940528","2066306","2200426","2342847","2494701","2656398","2828820","3011913","3207133","3415007","3636670","3872050","4123021","4390259","4675223","4977823","5300466","5644022","6010365","6399381","6789357","7023206","7265449","7515345",
"Angola","AGO","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.5","","","","","86.5","","76.2","","65.8","","","","","55.5","","","",
"Angola","AGO","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.033110762","","","","","","","","","","1.137331759","","","","","","","","","","1.194938507","","","","","","","",
"Angola","AGO","Population density (people per sq. km of land area)","EN.POP.DNST","","4.61460174861635","4.70527071468677","4.79699767385899","4.88755995828989","4.97577524665116","5.06117750862276","5.14558033207668","5.23284751744606","5.32817197401139","5.43545439961498","5.55648431860111","5.69089115264298","5.83777973850967","5.99529798668485","6.16225154407636","6.33752867570386","6.52200850244646","6.71865484880083","6.93151600224593","7.16282987085907","7.41518167963423","7.68601588192829","7.96628058073314","8.24361995668565","8.50969920590359","8.75995588353253","8.99837009705623","9.23555626854897","9.48683484398813","9.76292692708751","10.0693398572231","10.4021376433785","10.7513708189621","11.1023510066576","11.4454110852651","11.7769182642175","12.1031370818962","12.4362861955563","12.793587871982","13.1875543434668","13.6225764017005","14.0953308735061","14.6012424801476","15.1325226598219","15.6834378759926","16.2528266623887","16.8426141012272","17.4536135397449","18.0873883051255","18.7447910483677","19.4261370016844","20.1300633672896","20.8537258362076","21.5933793214085","22.3464385978985","23.1117855137563","23.8904251223229",
"Angola","AGO","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","",
"Angola","AGO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8147564545222","","","","","36.3456562720198","","","","","39.7048202203433","","","","","35.4044650501357","","","","","30.921715863044","31.8006567835796","33.4070499097688","33.507051079736","35.3310484211815","35.7884691059713","36.2404791658913","",
"Angola","AGO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6823749542236","24.5339241027832","26.3853015899658","28.2356472015381","30.0839328765869","31.9291248321533","33.7701950073242","35.6061134338379","37.4358444213867","39.2583656311035","41.0732803344727","30","44.6896362304688","46.496711730957","48.3068084716797","50.1227378845215","51.947322845459","66.1","55.6329383850098","57.4950065612793","59.3677825927734","82.5","63.1383361816406","65.0325393676758","51","64","70.729736328125","",
"Angola","AGO","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1427.029541","","","","","","","","","","1427.029541","","","","","","","","","","1427.029541","","","","","","","",
"Angola","AGO","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.004331751","","","","","","","","","","0.004331751","","","","","","","","","","0.004331751","","","","","","","",
"Angola","AGO","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.13067627","","","","","","","","","","54.13067627","","","","","","","","","","54.13067627","","","","","","","",
"Albania","ALB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","30.705","30.943","31.015","31.086","31.158","31.23","31.302","31.374","31.446","31.548","31.74","31.933","32.127","32.321","32.516","32.712","32.908","33.105","33.302","33.5","33.762","34.024","34.287","34.552","34.817","35.083","35.35","35.619","35.888","36.158","36.428","36.7","37.249","37.799","38.354","38.911","39.473","40.035","40.601","41.169","41.741","42.435","43.501","44.573","45.651","46.731","47.815","48.902","49.991","51.076","52.163","53.247","54.33","55.387","56.423","57.434","58.421","59.383",
"Albania","ALB","Urban population","SP.URB.TOTL","493982","513592","530766","547928","565248","582374","599300","616687","635924","656733","677801","698647","720649","742333","764166","786668","809052","832109","854618","876974","902120","927513","954645","982645","1011235","1040127","1068501","1098349","1127722","1167160","1197222","1198912","1209490","1219882","1230218","1240399","1250518","1260414","1270214","1279853","1289391","1298584","1327220","1354848","1381828","1407298","1430886","1452398","1473392","1495260","1519519","1546929","1575788","1603505","1630119","1654503","1680247","1706345",
