Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Antigua and Barbuda,ATG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.37479699,41.58073614,41.76453883,41.87705806,42.29894412,42.69614031,42.85266844,42.93906796,43.0484347,43.18817582,43.62881758,43.93817717,44.05367793,44.43761775,44.33497936,44.66678766,44.82556189,44.92613459,45.04687473,45.19253028,45.08700602,45.27921598,45.42269086,45.53971832,45.70643359,45.8636567,46.12703594,46.17059793
Austria,AUT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.03416772,41.12929777,41.65041455,41.9246189,42.98790261,43.29447381,43.19173474,43.33600858,43.52032361,43.50659021,43.51237169,43.75525319,44.29208814,44.36678617,45.11216248,45.25581841,45.43661336,45.49130962,45.73338544,46.05046352,46.13932513,46.32997615,46.49447436,46.56119147,46.69432605,46.67450078,46.72998769,46.76967055
Azerbaijan,AZE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.80896135,44.82115284,44.98190114,45.32955007,45.77255613,46.13462564,46.25676563,46.31331619,46.31000755,46.34136698,47.12474929,47.76758191,48.34637015,48.8778398,49.38197139,49.87360278,50.36024853,50.84543813,50.40050404,49.93964763,49.45413483,48.96407916,48.95426015,48.88483773,48.94182016,49.02200058,48.80142503,48.8274381
Burundi,BDI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.29252796,52.40894791,52.56057698,52.72138468,52.86022448,52.9545806,52.79709871,52.60424595,52.39155283,52.22538694,52.08771347,51.99097377,51.92282146,51.88503236,51.87020564,51.87142042,51.87860103,51.90643855,51.94514052,51.98587874,52.0263448,52.14069336,52.23779373,52.32475654,52.40523997,52.37601073,52.34716052,52.36057302
Belgium,BEL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08896028,39.85769223,40.46280817,41.10470788,41.21323475,41.40830594,41.51958136,41.88356107,42.22220655,42.86684223,42.98506136,42.34000035,42.77304409,42.97986586,43.63947503,43.9405293,44.19535452,44.46502786,44.73863106,44.92654132,45.14219515,45.24230004,45.27134286,45.64691165,45.98161254,46.04907907,45.92514829,45.9550075
Benin,BEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7516369,41.65724498,41.56699939,42.04997346,42.54455695,43.05349947,43.5938584,44.1494846,44.71605777,45.29081565,45.87141427,46.44689194,47.02978794,47.39639021,47.75371835,48.10291274,48.47117836,48.83435852,49.18513472,49.51958459,49.83381272,49.0866147,49.08337743,49.10686999,49.13340508,49.13772423,49.14948308,49.18012032
Burkina Faso,BFA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.47729643,48.46200886,48.21728776,47.96481891,47.69576541,47.42188383,47.13825851,46.83462735,46.52022147,46.18798231,45.82901335,45.44617484,45.04317721,44.62838154,44.19205239,43.74537793,43.2737145,43.34186372,43.43386824,43.55552221,43.70964713,43.89514173,44.12331828,44.39568113,44.71471316,44.7023174,44.69906133,44.57798826
Bangladesh,BGD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95408757,20.04242834,20.19314317,20.4009258,20.65629369,20.95383145,21.26224101,21.61482414,21.99093003,22.36065001,22.70808745,22.96651748,23.20962682,23.43906272,23.66243667,23.89337673,24.06476768,24.57174539,25.09243616,25.61521805,26.13521655,26.62015296,27.09910973,27.57569804,28.05502105,28.54129307,29.03118613,29.14050184
Bulgaria,BGR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.11357148,48.23035181,48.34842651,48.2041505,48.01557781,47.7714524,47.50601189,47.18515516,46.8101337,46.38424678,45.90498568,46.89765378,46.9346808,46.28904279,46.41612826,45.98035252,46.3893245,46.28542676,45.8388892,45.78796911,46.19880771,46.5050752,46.63921861,46.65410769,46.52382146,46.52169636,46.32274271,46.35027212
Bahrain,BHR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43743337,17.58632949,17.91855715,18.28521838,18.68753277,19.11463972,19.63561986,20.15021633,20.62130959,21.00457719,21.26744978,21.418532,21.43226747,21.36188168,21.23763179,21.09480454,20.91090127,20.75924941,20.70709703,20.80552783,21.06734217,21.01428945,21.25340526,21.52889474,21.71455003,21.73254077,21.4088413,20.96677987
"Bahamas, The",BHS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.93426161,45.99704716,46.08614302,46.20580344,46.36511529,46.57022478,46.77763173,47.00261167,47.34178214,47.71134366,47.90733854,48.01584139,48.05659167,47.95191682,47.91384245,47.96221643,47.96023095,47.9443909,47.86058628,47.74984708,47.8070072,47.77204807,47.81668495,47.78421665,47.73044876,47.64029954,47.60262482,47.65724643
Bosnia and Herzegovina,BIH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41288713,40.41881717,40.42039274,40.41775027,40.42176643,40.41957088,40.41911891,40.41131769,40.37895221,40.31789405,40.25542558,40.20283225,40.14015453,40.07301097,40.00099493,39.81440205,39.75161222,39.71050427,39.68891863,39.59390796,39.53888595,39.49165549,39.42297963,39.38742104,39.33259077,39.17706717,38.73554575,38.71455784
Belarus,BLR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35481039,48.36546468,48.31187061,48.27634969,48.25919006,48.29312724,48.36849697,48.47049027,48.58070933,48.6579446,48.79028211,48.94460114,49.07043454,49.17343307,49.26294933,49.33854163,49.43831033,49.52049973,49.5861906,49.62604599,49.64589622,49.67447895,49.6801411,49.67037314,49.66057265,49.65261849,49.6945112,49.71428053
Belize,BLZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.37980987,29.7910589,30.27490347,30.45085444,30.30177269,30.34254239,30.48710209,31.0906202,31.67841404,32.25390423,32.82846348,33.4341599,34.03459896,34.63197932,35.22781933,35.82570301,36.46550386,37.13704899,37.82587851,38.52027205,39.21420449,39.56181319,39.95104329,39.8226836,39.73763237,39.70599181,39.94088162,40.16849532
Bermuda,BMU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74295927,40.89488151,41.02489841,41.18544019,41.35317653,41.52063521,41.67681549,41.84370309,41.98283738,42.11772512,42.26301487,42.47636154,42.6864398,42.89492925,43.10184012,43.30215468,43.50067322,43.03063021,43.41468368,43.51338368,43.32623349,43.17138757,42.29365989,42.6974853,42.98197926,40.91217699,41.12074667,41.18034194
Brazil,BRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.45679235,35.06532671,35.66890903,36.26903027,36.86095493,37.44587292,38.02860125,38.60386807,39.1729605,39.73417555,40.29008438,40.84272667,41.49272637,41.76700092,42.11271125,42.39753274,42.68189085,42.69384133,42.79521747,42.89731825,42.54426209,42.18392108,42.34328169,42.35035032,42.44920413,42.77447488,42.91527033,42.93952097
Barbados,BRB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.78913879,47.22899603,47.21365831,47.43436369,47.65487977,47.7849621,48.85381909,48.20037286,48.25853753,48.31942064,48.38300308,48.41693348,48.45680899,48.49650963,48.59634651,48.68043736,48.76444996,48.84648548,48.92875199,49.01630314,49.27684729,49.22746837,49.10099199,49.56630139,50.09230728,49.79202658,49.8860272,49.92947906
Brunei Darussalam,BRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7653771,33.04257693,33.67530353,34.34819231,35.09843482,35.94217197,36.87625374,37.90017896,38.95067185,39.93316073,40.77349121,41.2046756,41.24046889,41.20678142,41.15620986,41.11825106,41.22737175,41.30336614,41.36641977,41.44222643,41.5474047,41.74283116,41.97944001,42.24936147,42.53288807,42.56722876,42.5684081,42.65214681
Bhutan,BTN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.31704094,38.31905353,38.3894527,38.4996706,38.59891319,38.66191466,39.21980185,39.80458391,40.38663436,40.96659676,41.52529609,42.08964908,42.51222165,42.78307702,42.91742773,42.95239829,43.06561952,43.13200684,43.1450405,43.11062818,42.54150225,42.12452759,44.51605884,40.44217009,39.19492643,39.85945279,39.82959718,40.06471904
Botswana,BWA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.50320328,39.73742756,39.92737892,40.12299707,40.37626944,40.71459824,41.00288232,41.36488399,41.68583613,42.3124801,43.06840902,43.36044842,43.63355654,43.8924117,44.13833047,44.3745748,44.60654175,44.89111411,45.17281764,45.45467631,45.32316541,45.39346547,45.74510982,46.23332296,46.36215328,46.43637812,46.51389278,46.57953446
Central African Republic,CAF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90645795,45.88648284,45.84302701,45.86352098,45.92743189,46.01796026,45.95821101,45.97612542,46.00215496,46.03427156,46.03551967,45.99216737,45.96677799,45.89474981,45.91269661,45.90566112,45.85624022,45.82074201,45.78433167,45.76665297,45.78384483,45.68071115,45.60219766,45.21326082,45.16480885,45.16285092,45.27092571,45.24765645
Canada,CAN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.08062334,44.41757269,44.597685,44.71210653,44.73175864,44.9336149,45.0251456,45.13665636,45.40432852,45.51242445,45.70153497,45.8495107,46.07728265,46.33345264,46.44451601,46.41691958,46.67085305,46.8509208,46.79871934,47.02572316,47.12796114,47.07752105,47.20639034,47.28809717,47.16163842,47.023259,47.15102861,47.18808246
Central Europe and the Baltics,CEB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.93186211,45.89557613,45.91064232,45.86999016,45.84058174,45.66935984,45.5137686,45.57160593,45.61165977,45.76626998,45.92628305,46.0159919,45.76334493,45.68267404,45.53854591,45.38272882,45.33292108,45.14035431,45.01971611,45.09030705,45.17657416,45.23337548,45.30757815,45.28130345,45.28459249,45.2343001,45.19884196,45.21052308
Switzerland,CHE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09912813,42.93353883,43.29353911,43.19780368,43.06648994,43.01889782,43.59951028,43.75452088,44.25957614,44.40828748,44.31001388,44.89638499,45.26250455,45.32859945,45.41758824,45.71957835,45.73128385,45.61926837,46.20846181,46.26584525,45.79529497,45.88670212,46.03562677,46.19869201,46.43888123,46.5002558,46.58799937,46.64245849
Channel Islands,CHI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.27348428,41.17586837,41.29220023,41.55061828,42.06449211,42.03505063,41.91435123,42.01913821,42.35394588,42.84292035,42.99868443,43.07949313,43.36099028,43.4588326,43.23874225,43.28701586,43.41690554,43.39782953,43.28728575,43.2519933,43.43899393,42.85967265,42.97046158,43.05184628,43.28826864,43.49361755,43.64805966,43.63858424
Chile,CHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.52822994,30.36722916,31.57175418,32.33318597,32.35680866,31.89536721,32.28821119,32.87911136,33.33593751,33.49063901,33.34159517,33.24272268,33.48411207,34.3220995,35.5305117,35.34008516,35.73721774,36.73310901,37.61152301,38.06905813,39.43966416,40.20881063,40.41810113,40.68414602,40.99667222,40.92207951,41.19180595,41.26149058
China,CHN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.15253294,45.14213002,45.12443734,45.10264158,45.08099713,45.06155709,45.05726468,45.05008269,45.04222604,45.0423381,45.05246041,44.96493717,44.88162108,44.79431343,44.69569974,44.58577434,44.47795766,44.36521861,44.25026045,44.13346409,44.01171738,43.98042,43.94601299,43.91718739,43.87790142,43.82788751,43.76952806,43.65229424
Cote d'Ivoire,CIV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3186443,33.42128665,33.54603332,33.68853137,33.84490524,34.06331298,34.20931865,34.31807411,34.44804173,34.70011982,34.9677822,35.26897808,35.59082609,35.92933508,36.27809535,36.63055225,36.98398903,37.33928324,37.70234427,38.07711673,38.46419319,38.85186124,39.25318225,39.66565104,40.08687405,40.5161354,40.96329701,41.12111489
Cameroon,CMR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.77457897,46.68909477,46.62225467,46.54059523,46.5357612,46.55903408,46.56639172,46.59344674,46.63328825,46.67712177,46.72333309,46.73721402,46.75195571,46.76832127,46.78434344,46.79275474,46.77519545,46.76767516,46.76436116,46.75995463,46.76521216,46.76695348,46.78074484,46.81019461,46.85126525,46.90407347,46.93784739,46.95651387
"Congo, Dem. Rep.",COD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53050812,51.32567328,51.11447306,50.89097815,50.77358406,50.72334142,50.61342362,50.49426548,50.42968172,50.35539687,50.26088748,50.16177721,50.10979797,50.08317392,50.06834731,50.05373366,49.99737111,49.96172513,49.93552043,49.89218724,49.8826734,49.84464211,49.82358265,49.82566252,49.84652229,49.8697874,49.84811474,49.83135361
"Congo, Rep.",COG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53486602,48.60462045,48.69232202,48.7479982,48.74629963,48.83827516,48.89321954,48.88533351,48.91577028,48.87350824,48.93989733,48.90978325,48.90251763,48.85635852,48.83065159,48.83396576,48.83402231,48.7388419,48.71891607,48.73118185,48.77679109,48.67636638,48.61348518,48.57583102,48.59511292,48.5920156,48.56483118,48.58123144
Colombia,COL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.49593325,28.84166321,29.21551676,29.54136927,30.40474748,31.25802174,32.09429722,32.91523705,33.72284779,34.51451005,35.29025428,36.04430336,36.7809199,37.49915087,38.19675446,38.87115426,39.52482696,40.15463759,40.76135194,41.3467852,41.79727589,42.11888949,42.44634069,42.68917714,42.58140113,42.90020718,42.84849962,42.9236431
Comoros,COM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15463657,36.92666388,37.0656982,37.12993895,37.05093435,37.22584309,37.30347493,37.53293332,37.73597365,37.98976761,38.47097142,38.73026486,39.0187313,39.31768222,39.60741609,39.89705823,40.11981178,40.2873464,40.43210643,40.6042147,40.77126945,40.89461756,41.02920723,41.17703538,41.29747572,41.40521121,41.51360942,41.59660683
Cabo Verde,CPV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80065101,37.50267705,37.31579122,37.15162795,37.13596591,37.14893166,37.22557972,37.35774015,37.53979034,37.73281604,37.96234539,38.05630138,38.19412896,38.34222593,38.56113667,38.75851454,38.87505108,39.05181882,39.16533248,39.22852036,39.35465474,39.64035765,39.9446005,40.26988332,40.60011251,40.90247717,41.251501,41.38640686
Costa Rica,CRI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.11630207,29.00986321,28.90219047,29.34583551,30.05043589,30.44515832,30.14216481,31.65967178,32.90246618,33.1831932,32.59014198,34.18504072,34.56178426,33.97170743,34.14688259,35.91921164,36.03573524,36.46926232,36.94307051,37.55511249,36.64810694,37.4615148,37.58868694,37.93358149,39.42118852,39.47676089,38.11063265,38.29335489
Caribbean small states,CSS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98607535,41.47484477,41.34028351,41.3621784,41.46492381,41.28402497,41.27793157,40.88560233,40.49821195,40.49563083,40.4192968,40.59514699,40.79331768,41.10685585,41.41971917,41.73474361,41.91680145,41.85852236,42.04239172,41.90544233,42.0864972,42.22824989,42.32478197,42.44908302,42.49763962,42.37653556,42.37721599,42.47189939
Cuba,CUB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.79979715,35.06566692,34.26887052,33.28099644,33.19563608,33.21030527,33.59138906,33.69959077,33.68837736,33.98843998,34.32217684,34.54231157,34.74177148,35.06145181,35.42599503,36.35231386,37.29127996,37.988416,38.10413076,38.29641708,38.26990003,38.35074873,38.43900944,38.5030247,38.46482473,38.50968243,38.37416102,38.33898673
Curacao,CUW,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29908592,38.55270817,39.15781287,38.67831322,39.65950262,39.10786753,39.37752536,40.52721641,40.46856641,40.43802714,40.73369223,41.826798,42.18955719,42.3774595,42.06381617,41.84179238,42.5133192,43.31614388,43.89804732,44.68225655,45.34631887,45.33827397,45.05309859,45.16565258,45.95457801,46.42633172,46.40491239,46.48692001
Czech Republic,CZE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.47158244,44.40475256,44.42142778,44.41938657,44.46457734,44.29589693,44.04152764,44.23265723,44.33377574,44.53670473,44.55109316,44.47454163,44.29136473,44.56431697,44.36131686,44.16009157,44.09461664,43.70878971,43.42023894,43.39541056,43.27876985,43.5178137,43.7384671,44.02397475,43.94796784,44.20793646,44.36832403,44.42768502
Germany,DEU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.62947394,42.0406249,42.29730131,42.32167484,42.64401543,42.81274575,42.94056361,43.16534228,43.32319713,43.61424955,43.75609634,44.05595834,44.33631119,44.57027456,44.61515943,44.70002093,45.05585389,45.21594816,45.26738421,45.46813307,45.59065086,45.8600414,45.891634,46.11640271,46.21007294,46.32873378,46.42814445,46.46501785
Djibouti,DJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.38103844,36.29112756,36.38528994,36.50672561,36.67588091,36.74377105,36.87770633,36.96033298,37.01533921,37.14756471,37.36607075,37.52933868,37.79740585,38.13102737,38.46408462,38.74659809,39.01785685,39.2741491,39.52920707,39.79151947,40.06315188,40.3820436,40.70753967,41.03169699,41.35766942,41.67471179,41.91296841,41.94055823
Dominica,DMA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.30437538,46.65342424,46.8635811,46.84898635,45.77473905,45.20808445,45.37022577,45.47430471,46.25081041,46.1887726,46.51241496,46.57145299,46.44210421,46.3134359,46.53583258,46.72051549,46.92244185,46.94443317,46.94638131,47.09926474,47.13173183,47.27781817,47.41202478,47.60077691,47.28607185,47.06982818,47.37866742,47.40017152
Dominican Republic,DOM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.09619599,34.09700429,34.59597494,34.91912467,34.99084154,35.24827681,35.60330051,36.02084414,36.39711414,36.75077212,37.03506522,37.14321219,37.42818344,37.39624164,37.45011488,37.8980087,38.40069973,38.81987526,38.40524482,37.99335951,39.01551749,39.73207737,40.09494145,40.29950252,40.63284737,40.96185077,41.21676212,41.28230699
Algeria,DZA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.93728994,12.89190993,12.91555047,12.89318109,12.90651319,13.006485,13.09413909,13.13660536,13.22067236,13.34602234,13.51556471,13.73177886,13.9892153,14.28479898,14.6161678,14.9797791,15.37328632,15.8017789,16.26687768,16.76663097,16.8802881,17.83133604,18.82697288,19.21822868,18.37178615,18.26457129,18.15950666,18.27630578
East Asia & Pacific (excluding high income),EAP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21755761,44.27406333,44.32640519,44.30112243,44.27349335,44.26657616,44.27609942,44.27222484,44.24653772,44.24629044,44.23653924,44.14762565,44.06610585,43.9805882,43.88074774,43.80724668,43.73678682,43.67709074,43.59743404,43.4952577,43.44844217,43.42266105,43.36198935,43.30754231,43.28938393,43.19548185,43.27114545,43.19229049
