Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Antigua and Barbuda	ATG	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										98.40000153																
Australia	AUS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Austria	AUT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Azerbaijan	AZE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																								99.47241974								99.8239975		99.84266663	99.85443878	99.85665894	99.85285187	99.86592102	99.86200714	99.86263275	99.86405182	
Burundi	BDI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																				34.26271057											48.23625183										67.30693054								53.12839127						69.69251251			
Belgium	BEL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Benin	BEN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																				25.19005966													39.90333939										47.86595917				40.61616898						44.96025848					
Burkina Faso	BFA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																14.52849007																19.62612915					18.51778984							29.36199951		31.44193077	29.71435928	36.68067169							44.37945175			
Bangladesh	BGD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						39.7322998										44.31428146										53.89609146						49.8323288				47.44984818					75.61885071	
Bulgaria	BGR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										98.73660278										98.74723053						
Bahrain	BHR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						76.51837158										88.53736877										88.55410767									96.14022827							
"Bahamas, The"	BHS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Bosnia and Herzegovina	BIH	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																96.30541992									99.03370667											99.54132843		99.17627716				
Belarus	BLR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														99.38417816										99.79210663										99.76368713								
Belize	BLZ	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																70.26876831																										
Bermuda	BMU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Bolivia	BOL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	75.84288788																88.15558624									93.05747223						96.03626251	94.95542908	95.80364227		96.60105133	97.10704803			96.52275085		
Brazil	BRA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					76.37735748																				86.22798157				88.40946198		89.35324097	89.7721405	89.83786774	90.17484283	90.05618286	91.16898346	91.02567291	91.17796326	91.36676788			
Barbados	BRB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS											99.28723145																																															
Brunei Darussalam	BRN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						85.1368103										92.45218658										95.15042114										97.42816162						
Bhutan	BTN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																														65.0477829							66.00305939					
Botswana	BWA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																65.38694												80.43010712														
Central African Republic	CAF	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																29.5929203													48.02030182												66.78952789										50.71271133							
Canada	CAN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Central Europe and the Baltics	CEB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							99.01356	99.02429	99.04212	99.05588	99.06562	99.0799	99.09186	99.11788	99.1393	99.15325	99.1757	99.19261																								
Switzerland	CHE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Channel Islands	CHI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Chile	CHL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							91.48053741										94.5630722										95.79640961						98.60163879	98.60720062		96.89878082		96.38800812				
China	CHN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							79.19178009								87.02497864										95.13524628										97.47946167							
Cote d'Ivoire	CIV	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																													44.36354065										43.94641876		60.86066055												51.59267044		50.70190048			
Cameroon	CMR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	54.62984848																								79.19451904							78.9499588			78.32769012							
"Congo, Dem. Rep."	COD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										80.92324066						76.91568756					87.90838623				88.52468872	
"Congo, Rep."	COG	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																				86.43431091						
Colombia	COL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																		90.97265625			91.0891037								92.9041214	92.77794647	92.39279938	92.42970276	93.31687927	93.06253815	93.25019073	93.48825836			93.86740112	94.06317139		
Comoros	COM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					55.97703934																				74.51403809												56.47980118					
Cabo Verde	CPV	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																															74.75926971																						90.47450256			91.69143677		
Costa Rica	CRI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																									92.68213654																94.650177											97.30632782						
Caribbean small states	CSS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																		84.5226	84.55254	84.81504	85.05495	85.29674	85.54393	85.23805	86.06818	86.35933	86.63559	86.90736	87.16746	87.46263	87.7098	88.17755	88.41722	88.63919								
Cuba	CUB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																											99.80731201										99.70606232					
Curacao	CUW	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Cayman Islands	CYM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																98.72238922										
Cyprus	CYP	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																	97.83058929									98.63104248										99.28614807						
Czech Republic	CZE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Germany	DEU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Djibouti	DJI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Dominica	DMA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Denmark	DNK	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Dominican Republic	DOM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						73.59024811																					86.8110199					88.21015167			89.37703705	89.98500824	90.08482361	90.45812988	91.37159729	91.65071106		
Algeria	DZA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																												63.37742996															79.18669128				81.28404236		82.6158371									
East Asia & Pacific (excluding high income)	EAP	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	77.32581	77.43379	78.24236	79.05369	79.36658	80.59643	81.00399	82.07758	82.79198	83.46887	84.13407	85.12484	87.93744	88.35516	87.87152	89.05829	89.35532	89.58849	89.92653	90.25816	90.59502	93.81687	94.03425	94.22447	94.59231	94.69266	94.90399	95.08348	95.45678	95.68777	95.94529	96.55249	96.68431	96.82698	96.86077	96.62573	96.76313	96.82167	96.99699	97.09139	97.15206	
Early-demographic dividend	EAR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																60.02435	60.18764	60.75914	61.28368	61.79948	61.85305	62.38235	63.23196	63.68196	64.26662	64.76706	65.2407	66.06406	67.15939	67.71718	68.37026	68.63354	69.72978	70.5241	71.16544	71.77443	72.31707	72.84799	76.00195	76.42904	76.92109	77.16683	77.82261	78.84301	79.46878	79.63221	79.57089	80.10344	81.05373	81.66377	82.03762	81.19605	83.10652	83.39224	83.86259	84.24545	84.57598	
East Asia & Pacific	EAS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	80.17249	80.23882	80.91152	81.58543	81.82525	82.86693	83.19301	84.10148	84.7005	85.27137	85.83589	86.69403	89.15783	89.51685	89.0924	90.13549	90.39176	90.59096	90.88398	91.18186	91.48116	94.3384	94.53707	94.71112	95.04204	95.13569	95.32777	95.49157	95.83105	96.03638	96.26637	96.81056	96.92925	97.05808	97.08977	96.88048	97.00493	97.05879	97.21746	97.30305	97.35882	
Europe & Central Asia (excluding high income)	ECA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																								97.25561	97.66132	97.74904	97.76901	97.82383	97.86951	97.92562	98.02486	98.03491	98.08975	98.13933	98.18681	98.23583	98.30265	98.33967	98.43153	98.44736	98.6772	98.72123	98.75849	98.78644	98.83249	98.9747	98.95472	98.98901	99.0027	99.11469	99.26972	99.37984	99.43138	99.44825	99.46348	99.47765	99.51393	
Europe & Central Asia	ECS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																												98.02311	98.13447	98.17501	98.23361	98.25257	98.28958	98.32369	98.35654	98.42284	98.49607	98.55651	98.64907	98.69956	98.84387	98.90394	98.94054	98.99382	99.041	99.09851	99.12384	99.12407	99.14026	99.17422	99.25279	99.33013	99.36427	99.38469	99.39563	99.4094	99.43303	
Ecuador	ECU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							86.78697205								90.49677277											92.32713318						87.25936127		87.11865234	93.31687164	93.05252075	93.25424194	94.42572784	95.25717163	95.72621918	95.44502258	
"Egypt, Arab Rep."	EGY	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	53.6151886										56.97615814										67.15177917									83.01751709	74.62180328				80.26864624		81.67922211	82.63333893				
Euro area	EMU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																													97.93869	97.98288	98.02343	98.06133	98.09226	98.1254	98.15732	98.24598	98.33356	98.42049	98.52723	98.61231	98.70209	98.78052	98.80981	98.88914	98.93269	98.92192	99.0076	98.96911	98.99192	98.95397	98.98201	99.05746	99.08696	99.11962	99.12991	99.14763	99.16769	
Eritrea	ERI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																											65.39012146						75.07241058									
Spain	ESP	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						95.8975296										98.03549194													98.14391327	98.61746979		98.633461	98.40229797	98.46193695	98.52571106	98.53618622	98.60652924	98.74874878	98.73126984	98.77088928	98.83596802	
Estonia	EST	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														99.87597656											99.77594757											99.85897827						
Ethiopia	ETH	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																			35.98254013										50	41.9366188		49.13465881										
European Union	EUU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																													98.31401	98.34682	98.37538	98.40267	98.40267	98.44953	98.47312	98.54916	98.62381	98.69844	98.78749	98.84142	98.9167	98.98438	99.01945	99.08662	99.13059	99.12399	99.18168	99.15697	99.17551	99.17792	99.19828	99.24969	99.2705	99.29345	99.30142	99.31425	99.32842	
Fragile and conflict affected situations	FCS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																												66.9604	67.43893	67.59269	67.95209	68.27799	68.59777	68.80753	69.58703	69.82582	70.2298	70.92286	71.82017	72.07215	72.85198	73.38963	73.72377	73.59186	73.7123	73.77804	71.93012	71.8301	71.24002	69.4281	69.61697	68.87053	69.33219	69.12752	69.49487	69.67947	69.76895	
Finland	FIN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Fiji	FJI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
France	FRA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Faroe Islands	FRO	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
"Micronesia, Fed. Sts."	FSM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Gabon	GAB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																		79.44418335																			84.87329865					
United Kingdom	GBR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Georgia	GEO	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																											99.76898193												99.66821289			
Ghana	GHA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									66.35128021										78.34890747							
Gibraltar	GIB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Guinea	GIN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																					32.89533997							42.9031601							36.78979111				43.64009094			
"Gambia, The"	GMB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									48.98115158													51.41804123				
Guinea-Bissau	GNB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																				33.34894943																					57.61375046														62.15797043			
Equatorial Guinea	GNQ	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									94.84261322																	
Greece	GRC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						96.063797										96.03746033										97.81121826				95.45005798		96.15756989		96.06622314		98.07833862						
Grenada	GRD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS											98.04715729																																															
Greenland	GRL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																								100		
Guatemala	GTM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																			71.70639038								75.41558075										84.84873199	82.72068024	86.75615692			
Guam	GUM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Guyana	GUY	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																		82.43656158					86.31437683			
High income	HIC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
"Hong Kong SAR, China"	HKG	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Honduras	HND	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										79.78523254						83.74603271			84.78900909	85.34127808	85.69619751	85.66837311	87.39595032	87.92208099	89.04894257	
Heavily indebted poor countries (HIPC)	HPC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																											54.82135	55.38408	55.66421	56.22266	56.64628	56.77263	57.03201	57.34808	57.86259	57.61236	57.91616	58.55651	59.27664	60.03361	60.66391	61.25502	62.61013	63.17868	65.2118	64.00422	62.88338	63.86849	63.31291	64.09898	64.20828	65.79478	66.74401	67.05549	67.78649	68.07162	68.56768	
Croatia	HRV	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																98.75705719										99.32058716										99.62970734						
Haiti	HTI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							37.12974167																					63.09001923			53.35504913											
Hungary	HUN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					99.30319214																																					
IBRD only	IBD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																73.14557	73.20607	73.45451	74.02095	74.57304	74.87459	75.47151	76.01003	76.68677	77.25868	77.77798	78.27319	78.943	80.72618	81.15046	81.20306	81.87533	82.39652	82.77381	83.13411	83.51223	83.87096	85.64557	87.29533	87.5463	87.90062	88.075	88.3688	88.91728	89.24159	89.49006	89.337	90.08799	90.34627	90.55191	90.7055	90.92747	91.17788	91.32902	91.57229	91.80015	91.98824	
IDA & IBRD total	IBT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																70.26027	70.33943	70.60042	71.11434	71.61282	71.90373	72.42896	72.93028	73.53157	74.04996	74.52324	74.97592	75.58798	77.18036	77.58717	77.68589	78.21639	78.82685	79.28102	79.65482	79.99196	80.34508	81.84664	83.37449	83.65711	83.83242	84.02247	84.41058	84.97776	85.46772	85.53182	85.4177	85.71124	86.06837	86.34352	86.46037	86.21467	87.22432	87.32387	87.57435	87.77054	87.94097	
IDA total	IDA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																				58.21402	58.47538	58.66605	59.00833	59.29153	59.59955	59.90451	60.2028	60.60507	61.41408	61.83341	62.22606	62.27547	63.41704	64.34893	64.93632	65.26689	65.70766	66.22098	67.40788	67.9703	67.56632	67.94527	68.82283	69.57412	70.82185	70.29521	70.45307	69.14191	70.02247	70.71949	70.8777	69.12127	73.07355	73.18958	73.66764	73.95434	74.25909	
IDA blend	IDB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	64.64374	64.996	65.29227	65.62543	65.78596	65.88347	66.22366	66.45936	66.67997	66.90283	67.23401	67.68575	68.11391	68.47461	68.87229	69.05507	71.25948	73.17094	73.68182	74.18356	74.7692	75.22507	75.91896	76.26146	74.43003	74.87972	75.25985	76.27736	77.21038	77.39425	78.70533	77.08137	76.75963	77.66111	77.74399	77.41155	78.53029	78.2912	78.61052	78.8325	79.18198	
Indonesia	IDN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					77.47499847										88.02452087														94.03507996		95.15853882		95.38318634	95.6470108		95.59108734			96.791008	97.10652161	97.17443848	
IDA only	IDX	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							54.19843	54.50945	54.87456	55.23446	55.50936	55.88005	56.94765	57.41427	57.80283	57.78482	58.25043	58.57008	59.23937	59.48809	59.85222	60.41697	61.93369	62.64954	63.17267	63.51649	64.72365	65.31856	66.77779	65.81332	65.25473	64.15226	65.79964	66.38262	66.60512	63.99434	69.72072	70.07626	70.67271	71.02026	71.32	
Isle of Man	IMN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
India	IND	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						54.84101868										61.64191818										73.4118576					75.19190216					78.87722778						
Not classified	INX	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Ireland	IRL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
"Iran, Islamic Rep."	IRN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	48.18333054										63.09954834					74.27448273					79.87161255						83.5			88.01032257	87.27218628		88.17703247				88.87982178	89.54248047	89.63542175			
Iraq	IRQ	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									84.08740997													53.00727844				
Iceland	ISL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Israel	ISR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																								94.96340179																																		
Italy	ITA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						97.46465302																				98.82369232										99.14100647						
Jamaica	JAM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																								74.08184052																		
Jordan	JOR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																				80.48261261																								95.08450317		95.17645264		95.49455261			95.76724243	97.74835968	98.44455719					
Japan	JPN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Kazakhstan	KAZ	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														99.07195282										99.76329803										99.78624725	99.8296814							
Kenya	KEN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									87.49465942							78.07914734							83.7780304			
Kyrgyz Republic	KGZ	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																								99.30670929										99.5187912								
Cambodia	KHM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																							79.48217773						84.68000793				85.08267212	82.75240326								
Kiribati	KIR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
St. Kitts and Nevis	KNA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
"Korea, Rep."	KOR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Kuwait	KWT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																68.02863312					72.78765106					78.19730377										81.12094879										94.44603729	94.52522278	94.79457855	95.01587677		95.54531097		95.83972168	96.35418701		96.39225006		
Latin America & Caribbean (excluding high income)	LAC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS															81.23804	81.23376	81.48604	81.78953	82.09728	82.36363	82.47443	82.85508	83.10781	83.38965	83.64485	83.89241	84.1343	84.44313	84.83331	85.1345	85.32795	85.9554	86.5657	87.18052	87.80128	88.41704	88.66981	88.96777	89.37385	89.62215	89.68697	89.95758	89.96566	90.7647	90.60215	91.09289	91.11976	91.43409	91.74401	91.97715	91.97893	92.61239	92.77229	92.81084	93.20933	93.59306	93.87516	
Lao PDR	LAO	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																				73.48625183					81.36018372	77.00605774				82.45175171						67.35858154						
Lebanon	LBN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																93.37893677		94.27194977								
Liberia	LBR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																									44.87931824																							60.77481079										
Libya	LBY	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																									76.99263																																	
St. Lucia	LCA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Latin America & Caribbean	LCN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS															81.81989	81.8122	82.04955	82.33461	82.63425	82.89441	83.00447	83.37501	83.61856	83.89079	84.13914	84.37973	84.61445	84.90968	85.28275	85.60863	85.79956	86.39742	86.97867	87.56436	88.15678	88.74469	88.98828	89.27517	89.6644	89.89471	89.96065	90.22202	90.23348	90.99017	90.8408	91.31241	91.3514	91.71827	92.01898	92.24266	92.21452	92.79688	92.95767	92.97227	93.36097	93.73146	94.00368	
Least developed countries: UN classification	LDC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						51.88194	52.24582	52.58317	52.95865	53.32404	53.58743	53.95542	55.05358	55.58121	55.97194	55.92072	56.41133	56.7404	57.46067	58.01496	58.35968	58.92567	60.51033	61.29823	61.46601	61.73533	63.02506	63.6412	65.22828	64.64389	63.9701	62.56033	64.29725	65.24535	65.39659	62.4382	68.62739	68.98847	69.66906	70.01257	70.31195	
Low income	LIC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																										54.09036	54.50948	55.12061	55.89743	56.52401	56.96154	57.03209	57.41972	57.67774	58.19991	58.38724	58.61256	59.20513	59.83008	60.28514	60.3335	60.62071	61.95553	62.41863	64.52388	63.22988	63.2455	63.98135	63.31602	64.55234	64.41153	65.89845	66.89053	67.13746	67.94153	68.16726	68.61602	
Liechtenstein	LIE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Sri Lanka	LKA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						91.3483963																				92.27020264					92.71365356		92.243927		92.57846832							
